Formatted Date,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Summary
2015-07-22 15:00:00.000 +0200,rain,35.06666667,35.35555556,0.33,9.1931,81,16.1,0,1013.7,Partly Cloudy
2015-07-22 16:00:00.000 +0200,rain,35.11111111,35.46666667,0.33,10.7226,91,16.1,0,1013.19,Partly Cloudy
2015-07-22 17:00:00.000 +0200,rain,35.13888889,35.28333333,0.32,10.6582,84,15.5526,0,1012.7,Partly Cloudy
2015-07-22 18:00:00.000 +0200,rain,33.97777778,34.17777778,0.35,10.626,93,16.1,0,1012.1,Partly Cloudy
2015-07-22 19:00:00.000 +0200,rain,32.84444444,32.44444444,0.34,10.5133,81,16.1,0,1011.99,Partly Cloudy
2015-07-22 20:00:00.000 +0200,rain,30.38333333,30.73888889,0.44,7.1001,101,15.5526,0,1011.83,Clear
2015-07-22 21:00:00.000 +0200,rain,26.20555556,26.20555556,0.64,8.05,110,16.1,0,1011.8,Clear
2015-07-22 22:00:00.000 +0200,rain,25.53333333,25.53333333,0.63,6.279,100,16.1,0,1012.02,Clear
2015-07-22 23:00:00.000 +0200,rain,24.16666667,24.16666667,0.69,5.5867,77,15.5526,0,1012.14,Clear
2015-07-23 00:00:00.000 +0200,rain,22.22222222,22.22222222,0.79,0,0,16.1,0,1012.03,Clear
2015-07-23 01:00:00.000 +0200,rain,21.67222222,21.67222222,0.81,0,0,16.1,0,1012.01,Clear
2015-07-23 02:00:00.000 +0200,rain,22.50555556,22.50555556,0.77,3.1395,167,15.5526,0,1012.04,Clear
2015-07-23 03:00:00.000 +0200,rain,22.63888889,22.63888889,0.72,6.2468,119,16.1,0,1011.69,Clear
2015-07-23 04:00:00.000 +0200,rain,23.68333333,23.68333333,0.67,10.7548,120,16.1,0,1011.29,Clear
2015-07-23 05:00:00.000 +0200,rain,22.65555556,22.65555556,0.73,10.4811,126,15.5526,0,1011.36,Partly Cloudy
2015-07-23 06:00:00.000 +0200,rain,23.61666667,23.61666667,0.7,10.7548,130,16.1,0,1011.51,Partly Cloudy
2015-07-23 07:00:00.000 +0200,rain,24.8,24.8,0.65,14.2002,130,16.1,0,1011.31,Partly Cloudy
2015-07-23 08:00:00.000 +0200,rain,27.71666667,28.96666667,0.59,14.5383,140,15.5526,0,1011.43,Partly Cloudy
2015-07-23 09:00:00.000 +0200,rain,29.95,30.75555556,0.49,14.0392,150,16.1,0,1011.29,Partly Cloudy
2015-07-23 10:00:00.000 +0200,rain,32.70555556,32.90555556,0.38,21.413,160,16.1,0,1011.19,Partly Cloudy
2015-07-23 11:00:00.000 +0200,rain,33.78333333,34.34444444,0.37,21.1554,160,15.5526,0,1011.29,Mostly Cloudy
2015-07-23 12:00:00.000 +0200,rain,34.97222222,35.76666667,0.35,17.0821,159,16.1,0,1010.79,Partly Cloudy
2015-07-23 13:00:00.000 +0200,rain,36.08333333,36.08888889,0.29,17.0499,169,16.1,0,1010.38,Partly Cloudy
2015-07-23 14:00:00.000 +0200,rain,36.12777778,36.36111111,0.3,13.9909,146,15.3111,0,1009.78,Partly Cloudy
2015-07-23 15:00:00.000 +0200,rain,37.19444444,37.78333333,0.29,14.1358,150,15.8263,0,1008.88,Partly Cloudy
2015-07-23 16:00:00.000 +0200,rain,36.15555556,36.62777778,0.31,11.4793,150,16.1,0,1008.49,Partly Cloudy
2015-07-23 17:00:00.000 +0200,rain,36.19444444,35.67777778,0.27,15.1018,154,15.3111,0,1008.22,Partly Cloudy
2015-07-23 18:00:00.000 +0200,rain,34.73333333,34.48888889,0.31,14.9086,149,15.8263,0,1008.01,Partly Cloudy
2015-07-23 19:00:00.000 +0200,rain,32.53888889,32.17777778,0.35,7.7763,151,9.982,0,1008.27,Partly Cloudy
2015-07-23 20:00:00.000 +0200,rain,29.10555556,29.32222222,0.46,9.2575,140,10.3523,0,1009.06,Partly Cloudy
2015-07-23 21:00:00.000 +0200,rain,27.39444444,28.17777778,0.55,11.8174,359,16.1,0,1009.64,Partly Cloudy
2015-07-23 22:00:00.000 +0200,rain,26.93333333,27.65,0.55,13.1698,22,16.1,0,1010.47,Partly Cloudy
2015-07-23 23:00:00.000 +0200,rain,25.93888889,25.93888889,0.58,5.2647,29,15.5526,0,1010.93,Partly Cloudy
2015-07-24 00:00:00.000 +0200,rain,23.31666667,23.31666667,0.7,5.8121,24,15.8263,0,1011.3,Partly Cloudy
2015-07-24 01:00:00.000 +0200,rain,22.27777778,22.27777778,0.73,6.9391,321,15.8263,0,1011.58,Partly Cloudy
2015-07-24 02:00:00.000 +0200,rain,23.00555556,23.00555556,0.7,6.0214,3,15.5526,0,1012,Partly Cloudy
2015-07-24 03:00:00.000 +0200,rain,22.24444444,22.24444444,0.76,6.3756,7,16.1,0,1011.88,Partly Cloudy
2015-07-24 04:00:00.000 +0200,rain,21.06666667,21.06666667,0.79,6.2307,39,16.1,0,1011.53,Partly Cloudy
2015-07-24 05:00:00.000 +0200,rain,20.61666667,20.61666667,0.81,5.9248,54,15.5526,0,1011.57,Partly Cloudy
2015-07-24 06:00:00.000 +0200,rain,22.57222222,22.57222222,0.74,11.7852,79,15.8263,0,1011.55,Partly Cloudy
2015-07-24 07:00:00.000 +0200,rain,24.73333333,24.73333333,0.66,5.1198,51,16.0517,0,1011.93,Partly Cloudy
2015-07-24 08:00:00.000 +0200,rain,25.89444444,25.89444444,0.62,8.0339,40,15.5526,0,1012.15,Partly Cloudy
2015-07-24 09:00:00.000 +0200,rain,27.2,28.36111111,0.6,8.05,62,16.1,0,1012.43,Partly Cloudy
2015-07-24 10:00:00.000 +0200,rain,29.86111111,30.38333333,0.47,8.4686,89,16.1,0,1012.32,Partly Cloudy
2015-07-24 11:00:00.000 +0200,rain,32.08333333,32.12777778,0.38,8.8711,141,15.5526,0,1012.07,Partly Cloudy
2015-07-24 12:00:00.000 +0200,rain,33.67777778,33.91666667,0.36,7.3899,196,16.1,0,1011.63,Partly Cloudy
2015-07-24 13:00:00.000 +0200,rain,33.81666667,33.46111111,0.32,9.7244,159,16.1,0,1011.22,Partly Cloudy
2015-07-24 14:00:00.000 +0200,rain,33.85,33.12222222,0.3,7.2128,163,15.5526,0,1010.76,Partly Cloudy
2015-07-24 15:00:00.000 +0200,rain,34.92777778,34.64444444,0.3,7.4704,231,16.1,0,1010.01,Partly Cloudy
2015-07-24 16:00:00.000 +0200,rain,33.95555556,34.51666667,0.37,7.8568,82,16.1,0,1009.23,Partly Cloudy
2015-07-24 17:00:00.000 +0200,rain,34.96111111,34.21666667,0.28,3.5259,189,15.5526,0,1009.02,Partly Cloudy
2015-07-24 18:00:00.000 +0200,rain,33.88888889,34.06111111,0.35,4.5885,42,16.1,0,1008.13,Partly Cloudy
2015-07-24 19:00:00.000 +0200,rain,32.24444444,31.83333333,0.35,9.2092,71,16.1,0,1008.11,Partly Cloudy
2015-07-24 20:00:00.000 +0200,rain,29.37777778,30.01666667,0.49,7.6797,49,15.5526,0,1008.28,Partly Cloudy
2015-07-24 21:00:00.000 +0200,rain,27.17777778,28.06666667,0.57,7.6797,80,16.1,0,1009.19,Partly Cloudy
2015-07-24 22:00:00.000 +0200,rain,26.51111111,26.51111111,0.59,6.4722,68,16.1,0,1009.21,Partly Cloudy
2015-07-24 23:00:00.000 +0200,rain,23.73888889,23.73888889,0.72,5.9248,36,15.5526,0,1009.13,Partly Cloudy
2015-07-25 00:00:00.000 +0200,rain,22.25,22.25,0.76,3.22,346,16.1,0,1009.03,Clear
2015-07-25 01:00:00.000 +0200,rain,21.67222222,21.67222222,0.79,3.4293,7,16.1,0,1008.92,Clear
2015-07-25 02:00:00.000 +0200,rain,22.97222222,22.97222222,0.76,6.5688,149,15.1823,0,1008.91,Partly Cloudy
2015-07-25 03:00:00.000 +0200,rain,21.11666667,21.11666667,0.84,8.05,70,16.1,0,1008.71,Clear
2015-07-25 04:00:00.000 +0200,rain,20.58333333,20.58333333,0.84,3.1878,2,16.1,0,1008.59,Clear
2015-07-25 05:00:00.000 +0200,rain,21.32777778,21.32777778,0.79,5.5384,136,15.5526,0,1008.26,Clear
2015-07-25 06:00:00.000 +0200,rain,22.13333333,22.13333333,0.74,7.6314,167,16.1,0,1008.31,Partly Cloudy
2015-07-25 07:00:00.000 +0200,rain,23.77777778,23.77777778,0.7,1.6422,137,16.1,0,1008.51,Partly Cloudy
2015-07-25 08:00:00.000 +0200,rain,27.12222222,27.46111111,0.49,10.0625,169,15.5526,0,1008.36,Partly Cloudy
2015-07-25 09:00:00.000 +0200,rain,29.88333333,29.36666667,0.38,12.397,170,16.1,0,1008.58,Clear
2015-07-25 10:00:00.000 +0200,rain,31.13888889,30.22222222,0.33,24.6813,190,16.1,0,1008.37,Partly Cloudy
2015-07-25 11:00:00.000 +0200,rain,32.72777778,31.95555556,0.32,17.0016,202,15.5526,0,1008.32,Clear
2015-07-25 12:00:00.000 +0200,rain,33.93888889,33.18888889,0.3,17.4363,190,16.1,0,1007.77,Clear
2015-07-25 13:00:00.000 +0200,rain,35,33.91111111,0.26,14.4739,200,16.1,0,1007.47,Clear
2015-07-25 14:00:00.000 +0200,rain,34.91666667,34.19444444,0.28,11.3022,192,15.5526,0,1007.12,Partly Cloudy
2015-07-25 15:00:00.000 +0200,rain,35,34.25555556,0.28,12.9444,189,16.1,0,1006.47,Partly Cloudy
2015-07-25 16:00:00.000 +0200,rain,35.05,34.71666667,0.3,12.7995,190,16.1,0,1005.87,Partly Cloudy
2015-07-25 17:00:00.000 +0200,rain,34.95,34.22777778,0.28,9.5634,206,15.5526,0,1005.54,Partly Cloudy
2015-07-25 18:00:00.000 +0200,rain,33.88888889,33.15555556,0.3,10.8997,173,15.8263,0,1004.99,Partly Cloudy
2015-07-25 19:00:00.000 +0200,rain,32.12222222,32.16666667,0.38,8.9838,193,15.8263,0,1004.9,Partly Cloudy
2015-07-25 20:00:00.000 +0200,rain,29.23888889,29.66111111,0.47,8.1466,208,15.3111,0,1005.64,Partly Cloudy
2015-07-25 21:00:00.000 +0200,rain,25.96111111,25.96111111,0.59,7.406,207,15.8263,0,1005.97,Partly Cloudy
2015-07-25 22:00:00.000 +0200,rain,26.99444444,27.56111111,0.52,12.7995,340,9.982,0,1006.83,Mostly Cloudy
2015-07-25 23:00:00.000 +0200,rain,25.31666667,25.31666667,0.62,13.6045,317,15.5526,0,1007.66,Mostly Cloudy
2015-07-26 00:00:00.000 +0200,rain,24.29444444,24.29444444,0.55,25.76,270,16.0517,0,1008.49,Mostly Cloudy
2015-07-26 01:00:00.000 +0200,rain,23.28333333,23.28333333,0.65,3.6547,295,15.8263,0,1007.95,Mostly Cloudy
2015-07-26 02:00:00.000 +0200,rain,22.81666667,22.81666667,0.68,13.8138,345,15.4399,0,1007.7,Mostly Cloudy
2015-07-26 03:00:00.000 +0200,rain,22.12222222,22.12222222,0.73,27.4988,319,16.1,0,1008.75,Partly Cloudy
2015-07-26 04:00:00.000 +0200,rain,21.58888889,21.58888889,0.76,28.9639,320,16.1,0,1009.13,Partly Cloudy
2015-07-26 05:00:00.000 +0200,rain,20.22777778,20.22777778,0.73,20.6241,324,15.1823,0,1010.32,Partly Cloudy
2015-07-26 06:00:00.000 +0200,rain,20,20,0.63,16.4703,339,16.1,0,1011.6,Mostly Cloudy
2015-07-26 07:00:00.000 +0200,rain,21.11111111,21.11111111,0.59,21.0105,320,10.2557,0,1011.81,Partly Cloudy
2015-07-26 08:00:00.000 +0200,rain,21.29444444,21.29444444,0.57,20.2377,315,10.5777,0,1012.05,Mostly Cloudy
2015-07-26 09:00:00.000 +0200,rain,17.45,17.45,0.85,16.744,312,10.2557,0,1013.39,Mostly Cloudy
2015-07-26 10:00:00.000 +0200,rain,20.1,20.1,0.71,12.2843,313,10.2557,0,1013.19,Mostly Cloudy
2015-07-26 11:00:00.000 +0200,rain,22.89444444,22.89444444,0.44,19.5615,307,10.5777,0,1013.29,Partly Cloudy
2015-07-26 12:00:00.000 +0200,rain,24.95,24.95,0.39,17.9193,321,16.1,0,1013.3,Partly Cloudy
2015-07-26 13:00:00.000 +0200,rain,24.95,24.95,0.42,18.193,311,16.1,0,1013.2,Mostly Cloudy
2015-07-26 14:00:00.000 +0200,rain,24.97222222,24.97222222,0.39,19.5776,319,15.5526,0,1013.2,Mostly Cloudy
2015-07-26 15:00:00.000 +0200,rain,24.95,24.95,0.45,22.1697,300,16.1,0,1013.11,Mostly Cloudy
2015-07-26 16:00:00.000 +0200,rain,23.88888889,23.88888889,0.38,11.5437,301,16.1,0,1012.49,Mostly Cloudy
2015-07-26 17:00:00.000 +0200,rain,25.08333333,25.08333333,0.36,12.558,311,15.5526,0,1011.94,Mostly Cloudy
2015-07-26 18:00:00.000 +0200,rain,23.88888889,23.88888889,0.38,15.8585,319,16.1,0,1011.7,Mostly Cloudy
2015-07-26 19:00:00.000 +0200,rain,23.88888889,23.88888889,0.41,5.0876,318,16.1,0,1011.78,Mostly Cloudy
2015-07-26 20:00:00.000 +0200,rain,21.47222222,21.47222222,0.54,3.4454,316,15.5526,0,1011.59,Partly Cloudy
2015-07-26 21:00:00.000 +0200,rain,17.82777778,17.82777778,0.83,0.1449,230,16.1,0,1011.99,Partly Cloudy
2015-07-26 22:00:00.000 +0200,rain,16.76666667,16.76666667,0.83,3.1878,242,16.1,0,1012.19,Partly Cloudy
2015-07-26 23:00:00.000 +0200,rain,16.05,16.05,0.79,2.6726,230,15.5526,0,1011.87,Partly Cloudy
2015-07-27 00:00:00.000 +0200,rain,14.52222222,14.52222222,0.89,3.22,280,16.1,0,1011.7,Partly Cloudy
2015-07-27 01:00:00.000 +0200,rain,13.98888889,13.98888889,0.85,6.44,280,16.1,0,1011.1,Partly Cloudy
2015-07-27 02:00:00.000 +0200,rain,13.78888889,13.78888889,0.83,3.0429,295,15.5526,0,1010.72,Partly Cloudy
2015-07-27 03:00:00.000 +0200,rain,12.25,12.25,0.9,3.22,350,16.1,0,1010.22,Partly Cloudy
2015-07-27 04:00:00.000 +0200,rain,12.2,12.2,0.9,3.22,350,16.1,0,1009.73,Partly Cloudy
2015-07-27 05:00:00.000 +0200,rain,13.02777778,13.02777778,0.89,2.8819,333,15.5526,0,1009.74,Mostly Cloudy
2015-07-27 06:00:00.000 +0200,rain,14.82222222,14.82222222,0.87,0,0,16.1,0,1009.51,Mostly Cloudy
2015-07-27 07:00:00.000 +0200,rain,16.99444444,16.99444444,0.82,3.22,30,16.1,0,1009.22,Mostly Cloudy
2015-07-27 08:00:00.000 +0200,rain,17.78888889,17.78888889,0.73,7.7602,54,10.5777,0,1009.14,Mostly Cloudy
2015-07-27 09:00:00.000 +0200,rain,19.90555556,19.90555556,0.63,3.22,160,16.1,0,1008.63,Mostly Cloudy
2015-07-27 10:00:00.000 +0200,rain,21.2,21.2,0.57,3.3166,129,16.1,0,1008.77,Mostly Cloudy
2015-07-27 11:00:00.000 +0200,rain,22.46666667,22.46666667,0.51,3.6547,111,15.5526,0,1008.31,Mostly Cloudy
2015-07-27 12:00:00.000 +0200,rain,22.78333333,22.78333333,0.56,0.3703,180,10.2557,0,1008.21,Mostly Cloudy
2015-07-27 13:00:00.000 +0200,rain,22.62222222,22.62222222,0.54,4.2826,346,9.982,0,1008.41,Overcast
2015-07-27 14:00:00.000 +0200,rain,21.51111111,21.51111111,0.57,8.2593,331,10.3523,0,1007.8,Overcast
2015-07-27 15:00:00.000 +0200,rain,18.77222222,18.77222222,0.85,7.8407,328,9.982,0,1007.92,Overcast
2015-07-27 16:00:00.000 +0200,rain,18.79444444,18.79444444,0.85,11.3827,339,15.8263,0,1007.74,Overcast
2015-07-27 17:00:00.000 +0200,rain,18.12777778,18.12777778,0.84,8.3237,328,9.8049,0,1007.69,Overcast
2015-07-27 18:00:00.000 +0200,rain,17.77777778,17.77777778,0.9,11.1251,330,9.982,0,1007.35,Overcast
2015-07-27 19:00:00.000 +0200,rain,17.25,17.25,0.93,9.2897,339,9.982,0,1008.77,Overcast
2015-07-27 20:00:00.000 +0200,rain,17.27222222,17.27222222,0.93,5.1037,349,10.3523,0,1008.52,Mostly Cloudy
2015-07-27 21:00:00.000 +0200,rain,17.17222222,17.17222222,0.93,3.3166,345,9.982,0,1008.63,Mostly Cloudy
2015-07-27 22:00:00.000 +0200,rain,16.11111111,16.11111111,0.97,6.4883,273,14.9086,0,1009.38,Mostly Cloudy
2015-07-27 23:00:00.000 +0200,rain,16.61111111,16.61111111,0.97,3.3166,340,11.9301,0,1009.42,Mostly Cloudy
2015-07-28 00:00:00.000 +0200,rain,15.05,15.05,0.96,6.4883,299,11.8979,0,1009.81,Partly Cloudy
2015-07-28 01:00:00.000 +0200,rain,14.52222222,14.52222222,0.96,6.4722,308,11.8979,0,1010.39,Partly Cloudy
2015-07-28 02:00:00.000 +0200,rain,14.33888889,14.33888889,0.96,5.3291,233,2.6887,0,1010.54,Foggy
2015-07-28 03:00:00.000 +0200,rain,15.57777778,15.57777778,0.96,10.9963,231,0.9821,0,1010.69,Foggy
2015-07-28 04:00:00.000 +0200,rain,15.55555556,15.55555556,0.96,6.3434,213,1.127,0,1010.58,Foggy
2015-07-28 05:00:00.000 +0200,rain,15.63888889,15.63888889,0.97,3.4454,208,1.4168,0,1010.43,Foggy
2015-07-28 06:00:00.000 +0200,rain,16.08888889,16.08888889,0.93,7.8085,179,3.2844,0,1010.98,Mostly Cloudy
2015-07-28 07:00:00.000 +0200,rain,16.16111111,16.16111111,1,8.9838,183,3.703,0,1011.18,Overcast
2015-07-28 08:00:00.000 +0200,rain,17.30555556,17.30555556,0.93,9.4507,198,5.2003,0,1011.73,Mostly Cloudy
2015-07-28 09:00:00.000 +0200,rain,17.82777778,17.82777778,0.96,12.4131,220,8.372,0,1012.28,Mostly Cloudy
2015-07-28 10:00:00.000 +0200,rain,19.97777778,19.97777778,0.84,9.0321,210,10.2557,0,1012.49,Mostly Cloudy
2015-07-28 11:00:00.000 +0200,rain,22.54444444,22.54444444,0.71,2.7048,185,10.2235,0,1012.25,Mostly Cloudy
2015-07-28 12:00:00.000 +0200,rain,23.72222222,23.72222222,0.59,4.7173,211,10.2557,0,1012.02,Mostly Cloudy
2015-07-28 13:00:00.000 +0200,rain,23.67777778,23.67777778,0.59,4.3953,315,10.2557,0,1011.81,Mostly Cloudy
2015-07-28 14:00:00.000 +0200,rain,24.07222222,24.07222222,0.56,7.1645,332,10.5777,0,1011.59,Mostly Cloudy
2015-07-28 15:00:00.000 +0200,rain,25.85555556,25.85555556,0.48,4.6207,358,10.2557,0,1011.31,Mostly Cloudy
2015-07-28 16:00:00.000 +0200,rain,24.92777778,24.92777778,0.5,4.2504,49,10.2557,0,1010.91,Mostly Cloudy
2015-07-28 17:00:00.000 +0200,rain,26.26666667,26.26666667,0.42,4.991,77,15.5526,0,1010.35,Mostly Cloudy
2015-07-28 18:00:00.000 +0200,rain,26.06111111,26.06111111,0.39,9.2575,81,16.1,0,1009.61,Partly Cloudy
2015-07-28 19:00:00.000 +0200,rain,24.88333333,24.88333333,0.54,9.1126,21,16.1,0,1009.32,Mostly Cloudy
2015-07-28 20:00:00.000 +0200,rain,22.45555556,22.45555556,0.61,8.8389,40,15.5526,0,1009.49,Mostly Cloudy
2015-07-28 21:00:00.000 +0200,rain,18.86111111,18.86111111,0.78,8.05,50,16.1,0,1009.7,Partly Cloudy
2015-07-28 22:00:00.000 +0200,rain,19.28333333,19.28333333,0.71,10.8192,49,16.1,0,1009.82,Partly Cloudy
2015-07-28 23:00:00.000 +0200,rain,18.67777778,18.67777778,0.71,9.5795,69,15.1823,0,1009.94,Partly Cloudy
2015-07-29 00:00:00.000 +0200,rain,17.12777778,17.12777778,0.73,6.2629,61,16.1,0,1010.11,Partly Cloudy
2015-07-29 01:00:00.000 +0200,rain,15.07222222,15.07222222,0.87,6.2951,70,16.1,0,1010.01,Partly Cloudy
2015-07-29 02:00:00.000 +0200,rain,14.88888889,14.88888889,0.89,3.1717,70,15.1823,0,1009.79,Partly Cloudy
2015-07-29 03:00:00.000 +0200,rain,14.53888889,14.53888889,0.87,6.1502,70,16.1,0,1009.4,Partly Cloudy
2015-07-29 04:00:00.000 +0200,rain,16.57777778,16.57777778,0.76,10.8997,90,16.1,0,1008.93,Partly Cloudy
2015-07-29 05:00:00.000 +0200,rain,14.86111111,14.86111111,0.86,7.084,76,15.1823,0,1008.91,Partly Cloudy
2015-07-29 06:00:00.000 +0200,rain,18.66111111,18.66111111,0.69,9.2575,99,16.1,0,1008.65,Partly Cloudy
2015-07-29 07:00:00.000 +0200,rain,19.84444444,19.84444444,0.69,2.254,155,16.1,0,1008.58,Mostly Cloudy
2015-07-29 08:00:00.000 +0200,rain,21.76111111,21.76111111,0.65,3.5903,152,15.3111,0,1008.88,Mostly Cloudy
2015-07-29 09:00:00.000 +0200,rain,22.56666667,22.56666667,0.66,12.4614,333,16.1,0,1009.19,Partly Cloudy
2015-07-29 10:00:00.000 +0200,rain,23.77222222,23.77222222,0.58,14.49,352,16.1,0,1009.47,Mostly Cloudy
2015-07-29 11:00:00.000 +0200,rain,26.12222222,26.12222222,0.44,12.3004,11,15.3111,0,1009.61,Partly Cloudy
2015-07-29 12:00:00.000 +0200,rain,27.06111111,26.98888889,0.42,12.9283,47,15.8263,0,1009.16,Partly Cloudy
2015-07-29 13:00:00.000 +0200,rain,27.52222222,27.51666667,0.44,15.8102,342,15.8263,0,1008.99,Partly Cloudy
2015-07-29 14:00:00.000 +0200,rain,29.51666667,29.14444444,0.4,13.7011,343,15.3111,0,1008.76,Partly Cloudy
2015-07-29 15:00:00.000 +0200,rain,28.37777778,28.37777778,0.45,21.8316,341,15.8263,0,1008.86,Mostly Cloudy
2015-07-29 16:00:00.000 +0200,rain,27.33333333,27.53888889,0.47,20.3826,349,15.8263,0,1009.16,Partly Cloudy
2015-07-29 17:00:00.000 +0200,rain,27.18888889,27.2,0.44,20.5114,352,15.5526,0,1009.08,Partly Cloudy
2015-07-29 18:00:00.000 +0200,rain,24.76666667,24.76666667,0.55,17.1465,351,16.1,0,1009.01,Partly Cloudy
2015-07-29 19:00:00.000 +0200,rain,23.67777778,23.67777778,0.55,19.9479,1,16.1,0,1009.07,Partly Cloudy
2015-07-29 20:00:00.000 +0200,rain,22.35,22.35,0.58,12.2038,3,15.5526,0,1009.18,Partly Cloudy
2015-07-29 21:00:00.000 +0200,rain,22.01111111,22.01111111,0.65,9.3058,9,16.1,0,1009.18,Partly Cloudy
2015-07-29 22:00:00.000 +0200,rain,21.43333333,21.43333333,0.65,10.8997,0,16.1,0,1009.88,Mostly Cloudy
2015-07-29 23:00:00.000 +0200,rain,19.99444444,19.99444444,0.7,12.9605,1,14.9569,0,1010.04,Mostly Cloudy
2015-07-03 00:00:00.000 +0200,rain,17.47222222,17.47222222,0.71,3.5259,34,16.1,0,1024.51,Partly Cloudy
2015-07-03 01:00:00.000 +0200,rain,16.29444444,16.29444444,0.8,6.4883,11,16.1,0,1024.62,Partly Cloudy
2015-07-03 02:00:00.000 +0200,rain,16.41666667,16.41666667,0.75,10.2879,29,15.1823,0,1024.66,Partly Cloudy
2015-07-03 03:00:00.000 +0200,rain,15.60555556,15.60555556,0.78,11.1251,20,16.1,0,1024.66,Partly Cloudy
2015-07-03 04:00:00.000 +0200,rain,15.56111111,15.56111111,0.75,11.1251,30,16.1,0,1024.47,Clear
2015-07-03 05:00:00.000 +0200,rain,14.16111111,14.16111111,0.81,6.6815,24,15.1823,0,1024.52,Partly Cloudy
2015-07-03 06:00:00.000 +0200,rain,17.04444444,17.04444444,0.72,11.2378,11,16.1,0,1024.78,Partly Cloudy
2015-07-03 07:00:00.000 +0200,rain,18.82777778,18.82777778,0.65,11.0285,11,16.1,0,1025.18,Partly Cloudy
2015-07-03 08:00:00.000 +0200,rain,21,21,0.59,12.1555,5,15.5526,0,1025.35,Partly Cloudy
2015-07-03 09:00:00.000 +0200,rain,22.85,22.85,0.56,15.778,12,16.1,0,1025.86,Partly Cloudy
2015-07-03 10:00:00.000 +0200,rain,23.56111111,23.56111111,0.51,17.1787,20,16.1,0,1025.66,Partly Cloudy
2015-07-03 11:00:00.000 +0200,rain,26.32222222,26.32222222,0.41,19.3522,18,15.5526,0,1025.79,Partly Cloudy
2015-07-03 12:00:00.000 +0200,rain,27.28888889,27.00555556,0.39,15.778,11,16.1,0,1025.73,Partly Cloudy
2015-07-03 13:00:00.000 +0200,rain,27.31111111,26.7,0.32,15.778,48,16.1,0,1025.44,Partly Cloudy
2015-07-03 14:00:00.000 +0200,rain,28.08888889,27.23888889,0.32,14.9247,48,15.5526,0,1025.28,Partly Cloudy
2015-07-03 15:00:00.000 +0200,rain,27.95555556,27.18333333,0.32,14.2646,21,16.1,0,1025.03,Partly Cloudy
2015-07-03 16:00:00.000 +0200,rain,29.00555556,28.21111111,0.35,12.7995,49,16.1,0,1024.64,Partly Cloudy
2015-07-03 17:00:00.000 +0200,rain,29.11111111,28.02222222,0.31,11.7852,26,15.5526,0,1024.55,Partly Cloudy
2015-07-03 18:00:00.000 +0200,rain,27.91666667,27.25555556,0.34,12.3809,12,16.1,0,1024.35,Partly Cloudy
2015-07-03 19:00:00.000 +0200,rain,27.28888889,26.77222222,0.34,12.4131,12,16.1,0,1024.43,Partly Cloudy
2015-07-03 20:00:00.000 +0200,rain,24.61111111,24.61111111,0.45,8.8872,19,15.5526,0,1024.45,Partly Cloudy
2015-07-03 21:00:00.000 +0200,rain,20.16111111,20.16111111,0.71,9.2253,10,16.1,0,1024.75,Partly Cloudy
2015-07-03 22:00:00.000 +0200,rain,19.45,19.45,0.72,6.1502,10,16.1,0,1025.45,Partly Cloudy
2015-07-03 23:00:00.000 +0200,rain,17.85555556,17.85555556,0.78,6.1824,334,15.5526,0,1025.62,Clear
2015-07-30 00:00:00.000 +0200,rain,19.86111111,19.86111111,0.74,17.2753,0,15.8263,0,1010.57,Mostly Cloudy
2015-07-30 01:00:00.000 +0200,rain,17.75555556,17.75555556,0.9,16.6313,0,15.1823,0,1010.78,Overcast
2015-07-30 02:00:00.000 +0200,rain,17.41666667,17.41666667,0.92,19.1268,1,14.3934,0,1011.05,Overcast
2015-07-30 03:00:00.000 +0200,rain,17.24444444,17.24444444,0.93,13.9909,9,10.2557,0,1011.16,Overcast
2015-07-30 04:00:00.000 +0200,rain,16.73333333,16.73333333,0.96,6.2146,28,10.2557,0,1011.17,Overcast
2015-07-30 05:00:00.000 +0200,rain,16.83888889,16.83888889,0.96,6.2307,6,8.6457,0,1011.51,Overcast
2015-07-30 06:00:00.000 +0200,rain,17.24444444,17.24444444,0.93,7.9695,350,8.4203,0,1011.94,Overcast
2015-07-30 07:00:00.000 +0200,rain,17.75555556,17.75555556,0.96,9.5956,350,10.2557,0,1012.26,Mostly Cloudy
2015-07-30 08:00:00.000 +0200,rain,18.81111111,18.81111111,0.85,11.7208,9,10.2235,0,1012.82,Mostly Cloudy
2015-07-30 09:00:00.000 +0200,rain,19.83888889,19.83888889,0.79,10.7065,350,9.982,0,1012.98,Mostly Cloudy
2015-07-30 10:00:00.000 +0200,rain,20.85555556,20.85555556,0.74,19.9318,330,9.982,0,1013.35,Mostly Cloudy
2015-07-30 11:00:00.000 +0200,rain,21,21,0.73,19.5454,333,10.3523,0,1013.31,Mostly Cloudy
2015-07-30 12:00:00.000 +0200,rain,21.94444444,21.94444444,0.73,20.5114,349,9.982,0,1013.67,Mostly Cloudy
2015-07-30 13:00:00.000 +0200,rain,23.49444444,23.49444444,0.63,20.2216,350,9.982,0,1013.29,Partly Cloudy
2015-07-30 14:00:00.000 +0200,rain,23.66666667,23.66666667,0.61,21.0749,342,10.3523,0,1013.12,Partly Cloudy
